review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,app miss important feature recent transaction transfer Telebirr limit telebirr statement run balance,NEUTRAL,0.5516,"['app', 'transaction', 'transfer']",1,['Transaction Issues']
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen Bank,Google Play,fast reliable user friendly amazing chatting feature step ahead,POSITIVE,0.9998231530189514,['user'],1,['Cluster_1']
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play,slow send OTP reliable crush time need improvement way,NEGATIVE,0.9973371624946594,"['need', 'time']",3,['Cluster_3']
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank,Google Play,grow ethiopian digital banking step ahead feture simple fast convince,POSITIVE,0.9981294274330139,['banking'],0,['Cluster_0']
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen Bank,Google Play,dashen supperapp revolutionary advancement digital banking combine exceptional usability intuitive interface seamless user experience standout feature integration QR code account statement transaction advise chat transaction authentication limit threshold budgeting different app single dashboard truly ahead curve excellent work,POSITIVE,0.9996488094329834,"['app', 'work', 'banking', 'transaction', 'user', 'account']",1,['Transaction Issues']
An app with High performance and advanced features!,5,2025-04-21,Dashen Bank,Google Play,app high performance advanced feature,POSITIVE,0.9960998296737671,['app'],4,['Cluster_4']
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play,fast Reliable User Friendly,POSITIVE,0.999716579914093,['user'],1,['Cluster_1']
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank,Google Play,experience app Banks Ethiopia dashen sup like old version application give star low speed login processing,NEGATIVE,0.9961353540420532,"['app', 'application', 'like']",1,['Cluster_1']
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play,working hulum information asgebiche continue accept yemilew button ayeseram phone Samsung,NEGATIVE,0.9937035441398621,[],1,['Cluster_1']
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank,Google Play,app simply use secure safe love use bank transaction,NEGATIVE,0.7634596824645996,"['app', 'transaction', 'bank', 'use']",1,['Transaction Issues']
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank,Google Play,app backward work work hour hour great,POSITIVE,0.9566113352775574,"['app', 'work']",1,['Cluster_1']
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen Bank,Google Play,highly impressed Dash Bank nail app secure reliable pack feature use daily,POSITIVE,0.9965360164642334,"['app', 'bank', 'use']",1,['Cluster_1']
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen Bank,Google Play,good digital platform smooth transaction seamless shopping experie,POSITIVE,0.9996588230133057,"['transaction', 'good']",1,['Transaction Issues']
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank,Google Play,app work turn developer mode phone take right use,NEUTRAL,0.5,"['app', 'work', 'use']",1,['Cluster_1']
"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play,amazing feature fast easy use,POSITIVE,0.9998366832733154,"['use', 'easy']",1,['Positive User Experience']
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play,exceptional digital experience SupperApp bring new paradigm shift banking business Bravo Dashen,NEUTRAL,0.5,['banking'],0,['Cluster_0']
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen Bank,Google Play,Super Easy use Fast Transaction,POSITIVE,0.6839423775672913,"['transaction', 'use', 'easy']",1,['Transaction Issues']
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play,Dashen Super App app experience effortless powerful build future,POSITIVE,0.9996745586395264,['app'],4,['Cluster_4']
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play,digital banking game changer,NEUTRAL,0.5,['banking'],0,['Cluster_0']
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play,fanrastic user friendly app Bravo Dashen bank thank,POSITIVE,0.9951636791229248,"['app', 'bank', 'user']",1,['Cluster_1']
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank,Google Play,join digital world use supper app life easy,POSITIVE,0.6778616309165955,"['app', 'use', 'easy']",1,['Positive User Experience']
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank,Google Play,amazing app use usual option transfer Telebirr M pesa available Amole app omit Dasheen favourite,NEGATIVE,0.7586458325386047,"['app', 'use', 'transfer', 'option']",1,"['Security Features', 'Transaction Issues']"
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen Bank,Google Play,simple robust feature yes endless loading screen kill fun use day fix glitch yeet high rating,POSITIVE,0.9965067505836487,"['fix', 'use']",1,['Cluster_1']
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,Dashen Super App Super easy use secure fast transaction love,POSITIVE,0.9610275030136108,"['app', 'transaction', 'use', 'easy']",1,['Transaction Issues']
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen Bank,Google Play,excellent user friendly App Excellence make step ahead Dashen Bank Step ahead,POSITIVE,0.9997782111167908,"['app', 'bank', 'user']",1,['Cluster_1']
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen Bank,Google Play,choose Dashen Bank Super easy use attractive feature,POSITIVE,0.9817869067192078,"['bank', 'use', 'easy']",1,['Positive User Experience']
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play,chat banking unique app alow money request,NEUTRAL,0.5,"['app', 'banking', 'money']",0,['Cluster_0']
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play,nice app experience issue bank transfer keep say account exist time,POSITIVE,0.9749416708946228,"['app', 'bank', 'time', 'transfer', 'account']",3,['Transaction Issues']
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,try new Dash Bank Super App today amazingly easy fun recommend download use like,POSITIVE,0.9973599314689636,"['app', 'like', 'bank', 'use', 'easy']",1,['Positive User Experience']
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen Bank,Google Play,Dashen Bank Super App fast reliable super easy use banking need handle smoothly place clean design seamless experience highly recommend,POSITIVE,0.9978306889533997,"['app', 'banking', 'need', 'bank', 'use', 'easy']",0,['Positive User Experience']
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play,amazing app super easy use good design love,POSITIVE,0.9998421669006348,"['app', 'good', 'use', 'easy']",1,['Positive User Experience']
easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play,easiness use fast response time,POSITIVE,0.5173691511154175,"['use', 'time']",3,['Cluster_3']
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank,Google Play,good app plan include digital lending gasification,POSITIVE,0.9964762330055237,"['app', 'good']",1,['Positive User Experience']
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen Bank,Google Play,Dashen Bank Supper App multipurpose convenient attractive life easy,POSITIVE,0.9968074560165405,"['app', 'bank', 'easy']",1,['Positive User Experience']
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank,Google Play,effecting payment app create convenience recipient easily confirm payment receive,NEGATIVE,0.9424347281455994,['app'],4,['Cluster_4']
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play,app good feature feature like developer mode turn irritate user,NEGATIVE,0.8296563625335693,"['app', 'good', 'like', 'user']",1,['Positive User Experience']
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play,disappointing app close frequently unstable function,NEGATIVE,0.9997453093528748,['app'],4,['Cluster_4']
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank,Google Play,dashen bank super app crucial convenient app Ethiopia app compare Dashen bank super app,NEGATIVE,0.9790244102478027,"['app', 'bank']",4,['Cluster_4']
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play,bad connection day work,NEGATIVE,0.9994014501571655,['work'],1,['Cluster_1']
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen Bank,Google Play,dashen super app simple fast reliable,POSITIVE,0.9991870522499084,['app'],4,['Cluster_4']
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play,love good mobile banking app banking industry,POSITIVE,0.9998006224632263,"['app', 'mobile', 'banking', 'good']",0,['Positive User Experience']
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play,good UI mobile banking app prop design team,POSITIVE,0.9994144439697266,"['app', 'mobile', 'banking', 'good']",0,['Positive User Experience']
Massive upgrade from the Amole app.,5,2025-05-31,Dashen Bank,Google Play,massive upgrade Amole app,NEUTRAL,0.5,['app'],4,['Cluster_4']
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen Bank,Google Play,good good arrive empower Financial Freedom experience seamless banking fingertip Dashen Bank empower financial freedom anytime innovation meet Convenience Dashen Bank Mobile Banking innovation meet convenience secure Reliable Bank confidence,POSITIVE,0.9989607334136963,"['mobile', 'banking', 'good', 'bank']",0,['Positive User Experience']
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play,good banking app recommend use,POSITIVE,0.9990222454071045,"['app', 'banking', 'good', 'use']",0,['Positive User Experience']
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen Bank,Google Play,app well Amole biometric new update work,POSITIVE,0.9687548279762268,"['app', 'work', 'update']",2,['Cluster_2']
A fantastic product!! keep the good work.,5,2025-04-21,Dashen Bank,Google Play,fantastic product good work,POSITIVE,0.9998757839202881,"['work', 'good']",1,['Positive User Experience']
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play,great everyday banking payment,POSITIVE,0.9997137188911438,['banking'],0,['Cluster_0']
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play,slow try Recent Transaction stucke,NEUTRAL,0.5,['transaction'],1,['Transaction Issues']
"easy &,simple to use",5,2025-04-21,Dashen Bank,Google Play,easy simple use,POSITIVE,0.9928313493728638,"['use', 'easy']",1,['Positive User Experience']
its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play,feature dynamic,POSITIVE,0.9995842576026917,[],1,['Cluster_1']
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play,dashen supper App useful app customer,POSITIVE,0.8582975268363953,['app'],4,['Cluster_4']
convenient and fast,5,2025-04-21,Dashen Bank,Google Play,convenient fast,NEUTRAL,0.5,[],1,['Cluster_1']
excellent mobile banking app,5,2025-04-21,Dashen Bank,Google Play,excellent mobile banking app,POSITIVE,0.9998179078102112,"['app', 'mobile', 'banking']",0,['Cluster_0']
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen Bank,Google Play,wawwwww nice super app dashen bank,POSITIVE,0.9601501226425171,"['app', 'bank']",1,['Cluster_1']
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen Bank,Google Play,app look dashen grandmaster,NEUTRAL,0.5,['app'],4,['Cluster_4']
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen Bank,Google Play,App make digital banking effortless convenient user friendly interface secure transaction excellent feature manage finance efficiently,POSITIVE,0.9825074076652527,"['app', 'banking', 'transaction', 'user']",0,['Transaction Issues']
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen Bank,Google Play,well digital banking sector essay understanding smart convince,POSITIVE,0.9989940524101257,['banking'],0,['Cluster_0']
The best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play,good app finance sector,POSITIVE,0.9997063279151917,"['app', 'good']",1,['Positive User Experience']
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play,Dashen Super app secure easy use service uniquely like budgeting chat IPS,POSITIVE,0.9261699318885803,"['app', 'like', 'use', 'easy']",1,['Positive User Experience']
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Dashen Bank,Google Play,app look like amazing wait activate morning,POSITIVE,0.9987938404083252,"['app', 'like']",1,['Cluster_1']
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play,excellent app need improvement speed transaction list,POSITIVE,0.9950281977653503,"['app', 'transaction', 'need']",1,['Transaction Issues']
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen Bank,Google Play,far good unique feature telebirr good job dashen,POSITIVE,0.9998098015785217,['good'],1,['Positive User Experience']
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play,amazing user friendly supper app look forward additional feature,POSITIVE,0.9997302889823914,"['app', 'user']",1,['Cluster_1']
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play,wonderful work save time step ahead,POSITIVE,0.9998763799667358,"['work', 'time']",3,['Cluster_3']
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play,know happen application send verification pass code fix,NEUTRAL,0.5,"['fix', 'application']",1,['Cluster_1']
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play,dashen super app easy use fast robust,POSITIVE,0.9958296418190002,"['app', 'use', 'easy']",1,['Positive User Experience']
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank,Google Play,wish dark mode feature add option good app,POSITIVE,0.9980168342590332,"['app', 'good', 'option']",1,['Security Features']
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play,dashen super app easy use secure fast transaction,NEGATIVE,0.7131543755531311,"['app', 'transaction', 'use', 'easy']",1,['Transaction Issues']
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play,incredible product,NEUTRAL,0.5,[],1,['Cluster_1']
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play,amazing app experience,POSITIVE,0.9998388290405273,['app'],4,['Cluster_4']
it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play,amazing mobile app,POSITIVE,0.9998674392700195,"['app', 'mobile']",0,['Cluster_0']
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank,Google Play,far good person customer service amazing,POSITIVE,0.9998664855957031,['good'],1,['Positive User Experience']
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen Bank,Google Play,Waw Great innovate user friendly step ahead,POSITIVE,0.9996988773345947,['user'],1,['Cluster_1']
Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play,class app,NEUTRAL,0.5,['app'],4,['Cluster_4']
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen Bank,Google Play,change pin number use finger print dummy,NEUTRAL,0.5772,['use'],1,['Cluster_1']
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play,expect service Dashen Bank like slogan,NEGATIVE,0.9953706860542297,"['like', 'bank']",1,['Cluster_1']
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen Bank,Google Play,amazing app love dashen bank stap ahead good mobile application phone,POSITIVE,0.9996356964111328,"['app', 'mobile', 'good', 'application', 'bank']",1,['Positive User Experience']
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen Bank,Google Play,app shop manage bank account truly super app,POSITIVE,0.9911788105964661,"['app', 'bank', 'account']",4,['Cluster_4']
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play,easy use powerful application,POSITIVE,0.9988314509391785,"['application', 'use', 'easy']",1,['Positive User Experience']
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank,Google Play,speed slow need improvement,NEGATIVE,0.9966747760772705,['need'],1,['Cluster_1']
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play,dashen super app secure band easy,POSITIVE,0.8955520987510681,"['app', 'easy']",1,['Positive User Experience']
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank,Google Play,good fast supper app thank dashen bank,POSITIVE,0.9997898936271667,"['app', 'good', 'bank']",1,['Positive User Experience']
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen Bank,Google Play,applause Dashen Bank good super app inorder pay easily securely step head,POSITIVE,0.975562572479248,"['app', 'good', 'bank']",1,['Positive User Experience']
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank,Google Play,ask pin opt opt touch let,NEUTRAL,0.5,[],1,['Cluster_1']
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank,Google Play,amazing app date time wow wow,POSITIVE,0.9998156428337097,"['app', 'time']",3,['Cluster_3']
fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play,fast Friendly user Application,POSITIVE,0.9984002709388733,"['application', 'user']",1,['Cluster_1']
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play,Waw amazing app thank Dashen Bank,POSITIVE,0.9998283386230469,"['app', 'bank']",1,['Cluster_1']
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play,app good ask update week tire,POSITIVE,0.9887700080871582,"['app', 'good', 'update']",2,['Positive User Experience']
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank,Google Play,dashen supper app special ይምቾቱ ይለያያል,NEGATIVE,0.5906432867050171,['app'],4,['Cluster_4']
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play,easy fast,POSITIVE,0.997892439365387,['easy'],1,['Positive User Experience']
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play,amazing application meet need customer,POSITIVE,0.9996914863586426,"['need', 'application']",1,['Cluster_1']
very good for this app,5,2025-05-31,Dashen Bank,Google Play,good app,POSITIVE,0.9998493194580078,"['app', 'good']",1,['Positive User Experience']
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play,awesome app go,POSITIVE,0.9998550415039062,['app'],4,['Cluster_4']
very comfortable app keep it,5,2025-04-21,Dashen Bank,Google Play,comfortable app,POSITIVE,0.9998196959495544,['app'],4,['Cluster_4']
Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play,wow like Super App,POSITIVE,0.9994937181472778,"['app', 'like']",1,['Cluster_1']
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play,app work properly,NEUTRAL,0.5,"['app', 'work']",4,['Cluster_4']
excellent game changer App,5,2025-05-08,Dashen Bank,Google Play,excellent game changer App,POSITIVE,0.9998358488082886,['app'],4,['Cluster_4']
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play,disappointing fix soon possible expect dashin bank fix,NEGATIVE,0.9977006316184998,"['fix', 'bank']",1,['Cluster_1']
Dashen bank always one step ahead,5,2025-04-30,Dashen Bank,Google Play,dashen bank step ahead,NEUTRAL,0.5,['bank'],1,['Cluster_1']
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank,Google Play,proudly Ethiopia innovation deliver promise marketplace major boost local commerce,POSITIVE,0.9997143149375916,[],1,['Cluster_1']
the best Supper App ever,5,2025-04-22,Dashen Bank,Google Play,good Supper App,POSITIVE,0.9998262524604797,"['app', 'good']",1,['Positive User Experience']
very useful App,1,2025-05-26,Dashen Bank,Google Play,useful App,POSITIVE,0.9991915822029114,['app'],4,['Cluster_4']
waw no idea the best app.,5,2025-04-19,Dashen Bank,Google Play,waw idea good app,POSITIVE,0.999347984790802,"['app', 'good']",1,['Positive User Experience']
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen Bank,Google Play,lightweight catchy smooth app,NEUTRAL,0.5,['app'],4,['Cluster_4']
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play,star deduct able transfer telebirr,NEUTRAL,0.5,['transfer'],1,['Transaction Issues']
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play,simple Fast Easy,POSITIVE,0.9992534518241882,['easy'],1,['Positive User Experience']
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play,add option send money telebirr account like amole,NEGATIVE,0.9891737699508667,"['like', 'money', 'account', 'option']",1,['Security Features']
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen Bank,Google Play,proudly Ethiopia innovation deliver expectation marketplace feature big win local shopper bnd seller,POSITIVE,0.9972877502441406,[],1,['Cluster_1']
Dashen bank super app for easy life.,5,2025-01-30,Dashen Bank,Google Play,dashen bank super app easy life,POSITIVE,0.9592306017875671,"['app', 'bank', 'easy']",1,['Positive User Experience']
Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play,fastest easy use,POSITIVE,0.9964796900749207,"['use', 'easy']",1,['Positive User Experience']
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,thankful have good app dashen step ahead,POSITIVE,0.9997580647468567,"['app', 'good']",1,['Positive User Experience']
Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen Bank,Google Play,step ahead masterpiece,POSITIVE,0.9998633861541748,[],1,['Cluster_1']
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play,work functional,NEUTRAL,0.5,['work'],1,['Cluster_1']
Faster and userfriendly,5,2025-01-14,Dashen Bank,Google Play,fast userfriendly,NEUTRAL,0.5,[],1,['Cluster_1']
It looks good and simple to use,5,2025-01-14,Dashen Bank,Google Play,look good simple use,POSITIVE,0.9995718598365784,"['good', 'use']",1,['Positive User Experience']
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,Transaction page send Transaction try include receive transaction,NEUTRAL,0.5,['transaction'],1,['Transaction Issues']
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play,amazing app thank dashen bank,POSITIVE,0.9998487234115601,"['app', 'bank']",1,['Cluster_1']
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play,exellent app exellent banking system exellent bank,NEUTRAL,0.5,"['app', 'banking', 'bank']",0,['Cluster_0']
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank,Google Play,game change ethiopian innovation shopping meet opportunity marketplace feature connect buyer seller like,POSITIVE,0.9660747647285461,['like'],1,['Cluster_1']
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play,love app esp click e commerce easy convinient,POSITIVE,0.9971485733985901,"['app', 'easy']",1,['Positive User Experience']
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank,Google Play,Amazing App Uniqe Quality Easy Fast Mobile Banking App,POSITIVE,0.9990082383155823,"['app', 'mobile', 'banking', 'easy']",0,['Positive User Experience']
it seems me logging out within minutes,1,2025-05-03,Dashen Bank,Google Play,log minute,NEUTRAL,0.5,[],1,['Cluster_1']
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play,impressed new update e commerce section smooth support ethiopian merchant,POSITIVE,0.9990221261978149,['update'],2,['Cluster_2']
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen Bank,Google Play,good app like B c fast easy use,POSITIVE,0.9979017972946167,"['app', 'good', 'like', 'use', 'easy']",1,['Positive User Experience']
"All in one, that is it 👌",5,2025-04-21,Dashen Bank,Google Play,,NEUTRAL,0.5,[],1,['Cluster_1']
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play,dashen bank customer use application good use,POSITIVE,0.9935374855995178,"['good', 'application', 'bank', 'use']",1,['Positive User Experience']
It good and easy to use,5,2025-03-11,Dashen Bank,Google Play,good easy use,POSITIVE,0.9997110962867737,"['good', 'use', 'easy']",1,['Positive User Experience']
best mobile banking application,5,2025-04-21,Dashen Bank,Google Play,good mobile banking application,POSITIVE,0.9997480511665344,"['mobile', 'banking', 'good', 'application']",0,['Positive User Experience']
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen Bank,Google Play,life change imagine go traditional banking app convenient,NEUTRAL,0.5,"['app', 'banking']",0,['Cluster_0']
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play,app work phone phone Samsung Galaxy android version financial app work like telebirr CBE,NEGATIVE,0.9770711064338684,"['app', 'work', 'like']",4,['Cluster_4']
faster than this version,5,2025-05-01,Dashen Bank,Google Play,fast version,NEUTRAL,0.5,[],1,['Cluster_1']
The most good app and easy,5,2025-01-16,Dashen Bank,Google Play,good app easy,POSITIVE,0.9998089671134949,"['app', 'good', 'easy']",1,['Positive User Experience']
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play,proudly ethiopian innovation deliver expectation marketplace feature big win local shopper seller impressed new update e commerce section smooth support ethiopian merchant,POSITIVE,0.9986439347267151,['update'],2,['Cluster_2']
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen Bank,Google Play,appreciate Dashen Bank take lifestyle service account,POSITIVE,0.9981811046600342,"['bank', 'account']",1,['Cluster_1']
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen Bank,Google Play,oh nice wish nice app,POSITIVE,0.99860018491745,['app'],4,['Cluster_4']
too slow to use.,1,2025-03-26,Dashen Bank,Google Play,slow use,NEUTRAL,0.5,['use'],1,['Cluster_1']
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play,helpful app,POSITIVE,0.9995542168617249,['app'],4,['Cluster_4']
